doc_id,page_index,page_type,has_music,quality_comment,image_path,has_music_pred,has_music_score
rsl01001872102,62,blank,0,"empty page, manually corrected after visual check",outputs\pages\rsl01001872102\page_062.png,1,1.0
rsl01001872102,63,blank,0,"empty page, manually corrected after visual check",outputs\pages\rsl01001872102\page_063.png,0,0.0352
rsl01001872102,64,unknown,0,,outputs\pages\rsl01001872102\page_064.png,0,0.0
rsl01001880747,1,title,0,,outputs\pages\rsl01001880747\page_001.png,1,1.0
rsl01001880747,2,music,1,,outputs\pages\rsl01001880747\page_002.png,1,1.0
rsl01001880747,3,music,1,,outputs\pages\rsl01001880747\page_003.png,1,1.0
rsl01001880747,4,text,0,,outputs\pages\rsl01001880747\page_004.png,1,0.46
rsl01001880747,5,text,0,,outputs\pages\rsl01001880747\page_005.png,0,0.32
rsl01004466011,1,unknown,0,,outputs\pages\rsl01004466011\page_001.png,0,0.1465
rsl01004466011,2,unknown,0,,outputs\pages\rsl01004466011\page_002.png,0,0.0
rsl01004466011,3,unknown,0,,outputs\pages\rsl01004466011\page_003.png,0,0.0
rsl01004466011,4,music,1,,outputs\pages\rsl01004466011\page_004.png,1,1.0
rsl01004466011,5,music,1,,outputs\pages\rsl01004466011\page_005.png,1,1.0
rsl01004466011,6,music,1,,outputs\pages\rsl01004466011\page_006.png,1,1.0
rsl01004466011,7,music,1,,outputs\pages\rsl01004466011\page_007.png,1,1.0
rsl01004466011,8,music,1,,outputs\pages\rsl01004466011\page_008.png,1,1.0
rsl01004466011,9,music,1,,outputs\pages\rsl01004466011\page_009.png,1,1.0
rsl01004466011,10,music,1,,outputs\pages\rsl01004466011\page_010.png,1,1.0
rsl01004466011,11,music,1,,outputs\pages\rsl01004466011\page_011.png,1,1.0
rsl01004466011,12,music,1,,outputs\pages\rsl01004466011\page_012.png,1,1.0
rsl01004466011,13,music,1,,outputs\pages\rsl01004466011\page_013.png,1,1.0
rsl01004466011,14,music,1,,outputs\pages\rsl01004466011\page_014.png,1,1.0
rsl01004466011,15,music,1,,outputs\pages\rsl01004466011\page_015.png,1,1.0
rsl01004466011,16,music,1,,outputs\pages\rsl01004466011\page_016.png,1,1.0
rsl01004466011,17,music,1,,outputs\pages\rsl01004466011\page_017.png,1,1.0
rsl01004466011,18,music,1,,outputs\pages\rsl01004466011\page_018.png,1,1.0
rsl01004466011,19,music,1,,outputs\pages\rsl01004466011\page_019.png,1,1.0
rsl01004466011,20,music,1,,outputs\pages\rsl01004466011\page_020.png,1,1.0
rsl01004466011,21,music,1,,outputs\pages\rsl01004466011\page_021.png,1,1.0
rsl01004466011,22,music,1,,outputs\pages\rsl01004466011\page_022.png,1,0.9844
rsl01004466011,23,music,1,,outputs\pages\rsl01004466011\page_023.png,1,1.0
rsl01004466011,24,music,1,,outputs\pages\rsl01004466011\page_024.png,1,0.985
rsl01004466011,25,music,1,,outputs\pages\rsl01004466011\page_025.png,1,1.0
rsl01004466011,26,music,1,,outputs\pages\rsl01004466011\page_026.png,1,1.0
rsl01004466011,27,music,1,,outputs\pages\rsl01004466011\page_027.png,1,1.0
rsl01004466011,28,music,1,,outputs\pages\rsl01004466011\page_028.png,1,1.0
rsl01004466011,29,music,1,,outputs\pages\rsl01004466011\page_029.png,1,1.0
rsl01004466011,30,music,1,,outputs\pages\rsl01004466011\page_030.png,1,1.0
rsl01004466011,31,music,1,,outputs\pages\rsl01004466011\page_031.png,1,1.0
rsl01004466011,32,music,1,,outputs\pages\rsl01004466011\page_032.png,1,1.0
rsl01004466011,33,music,1,,outputs\pages\rsl01004466011\page_033.png,1,1.0
rsl01004466011,34,music,1,,outputs\pages\rsl01004466011\page_034.png,1,1.0
rsl01004466011,35,music,1,,outputs\pages\rsl01004466011\page_035.png,1,1.0
rsl01004466011,36,music,1,,outputs\pages\rsl01004466011\page_036.png,1,1.0
rsl01004466011,37,music,1,,outputs\pages\rsl01004466011\page_037.png,1,1.0
rsl01004466011,38,music,1,,outputs\pages\rsl01004466011\page_038.png,1,1.0
rsl01004466011,39,music,1,,outputs\pages\rsl01004466011\page_039.png,1,1.0
rsl01004466011,40,music,1,,outputs\pages\rsl01004466011\page_040.png,1,1.0
rsl01004466011,41,music,1,,outputs\pages\rsl01004466011\page_041.png,1,1.0
rsl01004466011,42,music,1,,outputs\pages\rsl01004466011\page_042.png,1,1.0
rsl01004466011,43,music,1,,outputs\pages\rsl01004466011\page_043.png,1,1.0
rsl01004466011,44,music,1,,outputs\pages\rsl01004466011\page_044.png,1,1.0
rsl01004466011,45,music,1,,outputs\pages\rsl01004466011\page_045.png,1,1.0
rsl01004466011,46,music,1,,outputs\pages\rsl01004466011\page_046.png,1,1.0
rsl01004466011,47,music,1,,outputs\pages\rsl01004466011\page_047.png,1,1.0
rsl01004466011,48,music,1,,outputs\pages\rsl01004466011\page_048.png,1,1.0
rsl01004466011,49,music,1,,outputs\pages\rsl01004466011\page_049.png,1,1.0
rsl01004466011,50,music,1,,outputs\pages\rsl01004466011\page_050.png,1,0.9
rsl01004466011,51,music,1,,outputs\pages\rsl01004466011\page_051.png,1,1.0
rsl01004466011,52,music,1,,outputs\pages\rsl01004466011\page_052.png,1,1.0
rsl01004466011,53,music,1,,outputs\pages\rsl01004466011\page_053.png,1,1.0
rsl01004466011,54,music,1,,outputs\pages\rsl01004466011\page_054.png,1,1.0
rsl01004466011,55,music,1,,outputs\pages\rsl01004466011\page_055.png,1,1.0
rsl01004466011,56,music,1,,outputs\pages\rsl01004466011\page_056.png,1,1.0
rsl01004466011,57,music,1,,outputs\pages\rsl01004466011\page_057.png,1,1.0
rsl01004466011,58,music,1,,outputs\pages\rsl01004466011\page_058.png,1,1.0
rsl01004466011,59,music,1,,outputs\pages\rsl01004466011\page_059.png,1,1.0
rsl01004466011,60,music,1,,outputs\pages\rsl01004466011\page_060.png,1,1.0
rsl01004466011,61,music,1,,outputs\pages\rsl01004466011\page_061.png,1,1.0
rsl01004466011,62,music,1,,outputs\pages\rsl01004466011\page_062.png,1,1.0
rsl01004466011,63,music,1,,outputs\pages\rsl01004466011\page_063.png,1,1.0
rsl01004466011,64,music,1,,outputs\pages\rsl01004466011\page_064.png,1,1.0
rsl01004466011,65,music,1,,outputs\pages\rsl01004466011\page_065.png,1,1.0
rsl01004466011,66,music,1,,outputs\pages\rsl01004466011\page_066.png,1,1.0
rsl01004466011,67,music,1,,outputs\pages\rsl01004466011\page_067.png,1,1.0
rsl01004466011,68,music,1,,outputs\pages\rsl01004466011\page_068.png,1,1.0
rsl01004466011,69,music,1,,outputs\pages\rsl01004466011\page_069.png,1,1.0
rsl01004466011,70,music,1,,outputs\pages\rsl01004466011\page_070.png,1,1.0
rsl01004466011,71,music,1,,outputs\pages\rsl01004466011\page_071.png,1,1.0
rsl01004466011,72,music,1,,outputs\pages\rsl01004466011\page_072.png,1,1.0
rsl01004466011,73,music,1,,outputs\pages\rsl01004466011\page_073.png,1,1.0
rsl01004466011,74,music,1,,outputs\pages\rsl01004466011\page_074.png,1,1.0
rsl01004466011,75,music,1,,outputs\pages\rsl01004466011\page_075.png,1,1.0
rsl01004466011,76,music,1,,outputs\pages\rsl01004466011\page_076.png,1,1.0
rsl01004466011,77,music,1,,outputs\pages\rsl01004466011\page_077.png,1,1.0
rsl01004466011,78,music,1,,outputs\pages\rsl01004466011\page_078.png,1,1.0
rsl01004466011,79,music,1,,outputs\pages\rsl01004466011\page_079.png,1,1.0
rsl01004466011,80,music,1,,outputs\pages\rsl01004466011\page_080.png,1,1.0
rsl01004466011,81,music,1,,outputs\pages\rsl01004466011\page_081.png,1,1.0
rsl01004468752,1,title,0,,outputs\pages\rsl01004468752\page_001.png,0,0.0
rsl01004468752,2,music,1,,outputs\pages\rsl01004468752\page_002.png,1,1.0
rsl01004468752,3,music,1,,outputs\pages\rsl01004468752\page_003.png,1,1.0
rsl01004468752,4,music,1,,outputs\pages\rsl01004468752\page_004.png,1,1.0
rsl01004468752,5,music,1,,outputs\pages\rsl01004468752\page_005.png,1,1.0
rsl01004468752,6,music,1,,outputs\pages\rsl01004468752\page_006.png,1,1.0
rsl01004468752,7,music,1,,outputs\pages\rsl01004468752\page_007.png,1,0.8
rsl01004468752,8,music,1,,outputs\pages\rsl01004468752\page_008.png,1,1.0
rsl01004469137,1,title,0,,outputs\pages\rsl01004469137\page_001.png,0,0.2973
rsl01004469137,2,title,0,,outputs\pages\rsl01004469137\page_002.png,0,0.1839
rsl01004469137,3,title,0,,outputs\pages\rsl01004469137\page_003.png,0,0.0
rsl01004469137,4,title,0,,outputs\pages\rsl01004469137\page_004.png,0,0.0
rsl01004469137,5,title,0,,outputs\pages\rsl01004469137\page_005.png,0,0.0
rsl01004469137,6,title,0,,outputs\pages\rsl01004469137\page_006.png,0,0.0
rsl01004469137,7,title,0,,outputs\pages\rsl01004469137\page_007.png,0,0.0
rsl01004469137,8,title,0,,outputs\pages\rsl01004469137\page_008.png,0,0.0
rsl01004469137,9,title,0,,outputs\pages\rsl01004469137\page_009.png,0,0.0
rsl01004469137,10,title,0,,outputs\pages\rsl01004469137\page_010.png,0,0.0
rsl01004469137,11,title,0,,outputs\pages\rsl01004469137\page_011.png,0,0.0
rsl01004469137,12,title,0,,outputs\pages\rsl01004469137\page_012.png,0,0.0
rsl01004469137,13,title,0,,outputs\pages\rsl01004469137\page_013.png,0,0.0
rsl01004469137,14,title,0,,outputs\pages\rsl01004469137\page_014.png,0,0.0
rsl01004469137,15,title,0,,outputs\pages\rsl01004469137\page_015.png,0,0.0
rsl01004469137,16,title,0,,outputs\pages\rsl01004469137\page_016.png,0,0.0
rsl01004469137,17,music,1,,outputs\pages\rsl01004469137\page_017.png,1,0.9711
rsl01004469137,18,music,1,,outputs\pages\rsl01004469137\page_018.png,1,0.9954
rsl01004469137,19,music,1,,outputs\pages\rsl01004469137\page_019.png,1,1.0
rsl01004469137,20,music,1,,outputs\pages\rsl01004469137\page_020.png,1,1.0
rsl01004469137,21,music,1,,outputs\pages\rsl01004469137\page_021.png,1,1.0
rsl01004469137,22,music,1,,outputs\pages\rsl01004469137\page_022.png,1,1.0
rsl01004469137,23,music,1,,outputs\pages\rsl01004469137\page_023.png,1,1.0
rsl01004469137,24,music,1,,outputs\pages\rsl01004469137\page_024.png,1,1.0
rsl01004469137,25,music,1,,outputs\pages\rsl01004469137\page_025.png,1,1.0
rsl01004469137,26,music,1,,outputs\pages\rsl01004469137\page_026.png,1,1.0
rsl01004469137,27,music,1,,outputs\pages\rsl01004469137\page_027.png,1,1.0
rsl01004469137,28,music,1,,outputs\pages\rsl01004469137\page_028.png,1,0.9863
rsl01004469137,29,music,1,,outputs\pages\rsl01004469137\page_029.png,1,1.0
rsl01004469137,30,music,1,,outputs\pages\rsl01004469137\page_030.png,1,1.0
rsl01004469137,31,music,1,,outputs\pages\rsl01004469137\page_031.png,1,1.0
rsl01004469137,32,music,1,,outputs\pages\rsl01004469137\page_032.png,1,0.98
rsl01004469137,33,music,1,,outputs\pages\rsl01004469137\page_033.png,1,1.0
rsl01004469137,34,music,1,,outputs\pages\rsl01004469137\page_034.png,1,1.0
rsl01004469137,35,music,1,,outputs\pages\rsl01004469137\page_035.png,1,1.0
rsl01004469137,36,music,1,,outputs\pages\rsl01004469137\page_036.png,1,1.0
rsl01004469137,37,music,1,,outputs\pages\rsl01004469137\page_037.png,1,1.0
rsl01004469137,38,music,1,,outputs\pages\rsl01004469137\page_038.png,1,1.0
rsl01004469137,39,music,1,,outputs\pages\rsl01004469137\page_039.png,1,1.0
rsl01004469137,40,music,1,,outputs\pages\rsl01004469137\page_040.png,1,1.0
rsl01004469137,41,music,1,,outputs\pages\rsl01004469137\page_041.png,1,1.0
rsl01004469137,42,music,1,,outputs\pages\rsl01004469137\page_042.png,1,1.0
rsl01004469137,43,music,1,,outputs\pages\rsl01004469137\page_043.png,1,1.0
rsl01004469137,44,music,1,,outputs\pages\rsl01004469137\page_044.png,1,1.0
rsl01004469137,45,music,1,,outputs\pages\rsl01004469137\page_045.png,1,1.0
rsl01004469137,46,music,1,,outputs\pages\rsl01004469137\page_046.png,1,1.0
rsl01004469137,47,music,1,,outputs\pages\rsl01004469137\page_047.png,1,1.0
rsl01004469137,48,music,1,,outputs\pages\rsl01004469137\page_048.png,1,1.0
rsl01004469137,49,music,1,,outputs\pages\rsl01004469137\page_049.png,1,1.0
rsl01004469137,50,music,1,,outputs\pages\rsl01004469137\page_050.png,1,1.0
rsl01004469137,51,music,1,,outputs\pages\rsl01004469137\page_051.png,1,1.0
rsl01004469137,52,music,1,,outputs\pages\rsl01004469137\page_052.png,1,1.0
rsl01004469137,53,music,1,,outputs\pages\rsl01004469137\page_053.png,1,1.0
rsl01004469137,54,music,1,,outputs\pages\rsl01004469137\page_054.png,1,1.0
rsl01004469137,55,music,1,,outputs\pages\rsl01004469137\page_055.png,1,1.0
rsl01004469137,56,music,1,,outputs\pages\rsl01004469137\page_056.png,1,1.0
rsl01004469137,57,music,1,,outputs\pages\rsl01004469137\page_057.png,1,1.0
rsl01004469137,58,music,1,,outputs\pages\rsl01004469137\page_058.png,1,1.0
rsl01004469137,59,music,1,,outputs\pages\rsl01004469137\page_059.png,1,1.0
rsl01004469137,60,music,1,,outputs\pages\rsl01004469137\page_060.png,1,1.0
rsl01004469137,61,music,1,,outputs\pages\rsl01004469137\page_061.png,1,1.0
rsl01004469137,62,music,1,,outputs\pages\rsl01004469137\page_062.png,1,1.0
rsl01004469137,63,music,1,,outputs\pages\rsl01004469137\page_063.png,1,1.0
rsl01004469137,64,music,1,,outputs\pages\rsl01004469137\page_064.png,1,1.0
rsl01004469137,65,music,1,,outputs\pages\rsl01004469137\page_065.png,1,1.0
rsl01004469137,66,music,1,,outputs\pages\rsl01004469137\page_066.png,1,1.0
rsl01004469137,67,music,1,,outputs\pages\rsl01004469137\page_067.png,1,1.0
rsl01004469137,68,music,1,,outputs\pages\rsl01004469137\page_068.png,1,1.0
rsl01004469137,69,music,1,,outputs\pages\rsl01004469137\page_069.png,1,1.0
rsl01004469137,70,music,1,,outputs\pages\rsl01004469137\page_070.png,1,1.0
rsl01004469137,71,music,1,,outputs\pages\rsl01004469137\page_071.png,1,1.0
rsl01004469137,72,music,1,,outputs\pages\rsl01004469137\page_072.png,1,1.0
rsl01004469137,73,music,1,,outputs\pages\rsl01004469137\page_073.png,1,1.0
rsl01004469137,74,music,1,,outputs\pages\rsl01004469137\page_074.png,1,1.0
rsl01004469137,75,music,1,,outputs\pages\rsl01004469137\page_075.png,1,1.0
rsl01004469137,76,music,1,,outputs\pages\rsl01004469137\page_076.png,1,1.0
rsl01004469137,77,music,1,,outputs\pages\rsl01004469137\page_077.png,1,1.0
rsl01004469137,78,music,1,,outputs\pages\rsl01004469137\page_078.png,1,1.0
rsl01004469137,79,music,1,,outputs\pages\rsl01004469137\page_079.png,1,1.0
rsl01004469137,80,music,1,,outputs\pages\rsl01004469137\page_080.png,1,1.0
rsl01004469137,81,music,1,,outputs\pages\rsl01004469137\page_081.png,1,1.0
rsl01004469137,82,music,1,,outputs\pages\rsl01004469137\page_082.png,1,1.0
rsl01004469137,83,music,1,,outputs\pages\rsl01004469137\page_083.png,1,1.0
rsl01004469137,84,music,1,,outputs\pages\rsl01004469137\page_084.png,1,1.0
rsl01004469137,85,music,1,,outputs\pages\rsl01004469137\page_085.png,1,1.0
rsl01004469137,86,music,1,,outputs\pages\rsl01004469137\page_086.png,1,1.0
rsl01004469137,87,music,1,,outputs\pages\rsl01004469137\page_087.png,1,1.0
rsl01004469137,88,music,1,,outputs\pages\rsl01004469137\page_088.png,1,1.0
rsl01004469137,89,music,1,,outputs\pages\rsl01004469137\page_089.png,1,1.0
rsl01004469137,90,music,1,,outputs\pages\rsl01004469137\page_090.png,1,1.0
rsl01004469137,91,music,1,,outputs\pages\rsl01004469137\page_091.png,1,1.0
rsl01004469137,92,music,1,,outputs\pages\rsl01004469137\page_092.png,1,1.0
rsl01004469137,93,music,1,,outputs\pages\rsl01004469137\page_093.png,1,1.0
rsl01004469137,94,music,1,,outputs\pages\rsl01004469137\page_094.png,1,1.0
rsl01004469137,95,music,1,,outputs\pages\rsl01004469137\page_095.png,1,1.0
rsl01004469137,96,music,1,,outputs\pages\rsl01004469137\page_096.png,1,1.0
rsl01004469137,97,music,1,,outputs\pages\rsl01004469137\page_097.png,1,1.0
rsl01004469137,98,music,1,,outputs\pages\rsl01004469137\page_098.png,1,1.0
rsl01004469137,99,music,1,,outputs\pages\rsl01004469137\page_099.png,1,1.0
rsl01004469137,100,music,1,,outputs\pages\rsl01004469137\page_100.png,1,1.0
rsl01004469137,101,music,1,,outputs\pages\rsl01004469137\page_101.png,1,1.0
rsl01004469137,102,music,1,,outputs\pages\rsl01004469137\page_102.png,1,1.0
rsl01004469137,103,music,1,,outputs\pages\rsl01004469137\page_103.png,1,1.0
rsl01004469137,104,music,1,,outputs\pages\rsl01004469137\page_104.png,1,1.0
rsl01004469137,105,music,1,,outputs\pages\rsl01004469137\page_105.png,1,1.0
rsl01004469137,106,music,1,,outputs\pages\rsl01004469137\page_106.png,1,1.0
rsl01004469137,107,music,1,,outputs\pages\rsl01004469137\page_107.png,1,1.0
rsl01004469137,108,music,1,,outputs\pages\rsl01004469137\page_108.png,1,1.0
rsl01004469137,109,music,1,,outputs\pages\rsl01004469137\page_109.png,1,1.0
rsl01004469137,110,music,1,,outputs\pages\rsl01004469137\page_110.png,1,1.0
rsl01004469137,111,music,1,,outputs\pages\rsl01004469137\page_111.png,1,1.0
rsl01004469137,112,music,1,,outputs\pages\rsl01004469137\page_112.png,1,1.0
rsl01004469137,113,music,1,,outputs\pages\rsl01004469137\page_113.png,1,1.0
rsl01004469137,114,music,1,,outputs\pages\rsl01004469137\page_114.png,1,1.0
rsl01004469137,115,music,1,,outputs\pages\rsl01004469137\page_115.png,1,1.0
rsl01004469137,116,music,1,,outputs\pages\rsl01004469137\page_116.png,1,1.0
rsl01004469137,117,music,1,,outputs\pages\rsl01004469137\page_117.png,1,1.0
rsl01004469137,118,music,1,,outputs\pages\rsl01004469137\page_118.png,1,1.0
rsl01004469137,119,music,1,,outputs\pages\rsl01004469137\page_119.png,1,1.0
rsl01004469137,120,music,1,,outputs\pages\rsl01004469137\page_120.png,1,1.0
rsl01004469137,121,music,1,,outputs\pages\rsl01004469137\page_121.png,1,1.0
rsl01004469137,122,music,1,,outputs\pages\rsl01004469137\page_122.png,1,1.0
rsl01004469137,123,music,1,,outputs\pages\rsl01004469137\page_123.png,1,1.0
rsl01004469137,124,music,1,,outputs\pages\rsl01004469137\page_124.png,1,1.0
rsl01004469137,125,music,1,,outputs\pages\rsl01004469137\page_125.png,1,1.0
rsl01004469137,126,music,1,,outputs\pages\rsl01004469137\page_126.png,1,1.0
rsl01004469137,127,music,1,,outputs\pages\rsl01004469137\page_127.png,1,1.0
rsl01004469137,128,music,1,,outputs\pages\rsl01004469137\page_128.png,1,1.0
rsl01004469137,129,music,1,,outputs\pages\rsl01004469137\page_129.png,1,1.0
rsl01004469137,130,music,1,,outputs\pages\rsl01004469137\page_130.png,1,1.0
rsl01004469137,131,music,1,,outputs\pages\rsl01004469137\page_131.png,1,1.0
rsl01004469137,132,music,1,,outputs\pages\rsl01004469137\page_132.png,1,1.0
rsl01004469137,133,music,1,,outputs\pages\rsl01004469137\page_133.png,1,1.0
rsl01004469137,134,music,1,,outputs\pages\rsl01004469137\page_134.png,1,1.0
rsl01004469137,135,music,1,,outputs\pages\rsl01004469137\page_135.png,1,1.0
rsl01004469137,136,music,1,,outputs\pages\rsl01004469137\page_136.png,1,1.0
rsl01004469137,137,music,1,,outputs\pages\rsl01004469137\page_137.png,1,1.0
rsl01004469137,138,music,1,,outputs\pages\rsl01004469137\page_138.png,1,1.0
rsl01004469137,139,music,1,,outputs\pages\rsl01004469137\page_139.png,1,1.0
rsl01004469137,140,music,1,,outputs\pages\rsl01004469137\page_140.png,1,1.0
rsl01004469137,141,music,1,,outputs\pages\rsl01004469137\page_141.png,1,1.0
rsl01004469137,142,music,1,,outputs\pages\rsl01004469137\page_142.png,1,1.0
rsl01004469137,143,music,1,,outputs\pages\rsl01004469137\page_143.png,1,1.0
rsl01004469137,144,music,1,,outputs\pages\rsl01004469137\page_144.png,1,1.0
rsl01004469137,145,music,1,,outputs\pages\rsl01004469137\page_145.png,1,0.6
rsl01004469137,146,music,1,,outputs\pages\rsl01004469137\page_146.png,1,1.0
rsl01004469137,147,music,1,,outputs\pages\rsl01004469137\page_147.png,1,1.0
rsl01004469137,148,music,1,,outputs\pages\rsl01004469137\page_148.png,1,1.0
rsl01004469137,149,music,1,,outputs\pages\rsl01004469137\page_149.png,1,1.0
rsl01004469137,150,music,1,,outputs\pages\rsl01004469137\page_150.png,1,0.9743
rsl01004469137,151,music,1,,outputs\pages\rsl01004469137\page_151.png,1,1.0
rsl01004469137,152,music,1,,outputs\pages\rsl01004469137\page_152.png,1,1.0
rsl01004469137,153,music,1,,outputs\pages\rsl01004469137\page_153.png,1,1.0
rsl01004469137,154,music,1,,outputs\pages\rsl01004469137\page_154.png,1,1.0
rsl01004469137,155,music,1,,outputs\pages\rsl01004469137\page_155.png,1,1.0
rsl01004469137,156,music,1,,outputs\pages\rsl01004469137\page_156.png,1,1.0
rsl01004469137,157,music,1,,outputs\pages\rsl01004469137\page_157.png,1,1.0
rsl01004469137,158,music,1,,outputs\pages\rsl01004469137\page_158.png,1,1.0
rsl01004469137,159,music,1,,outputs\pages\rsl01004469137\page_159.png,1,1.0
rsl01004469137,160,music,1,,outputs\pages\rsl01004469137\page_160.png,1,1.0
rsl01004469137,161,music,1,,outputs\pages\rsl01004469137\page_161.png,1,1.0
rsl01004469137,162,music,1,,outputs\pages\rsl01004469137\page_162.png,1,1.0
rsl01004469137,163,music,1,,outputs\pages\rsl01004469137\page_163.png,1,1.0
rsl01004469137,164,music,1,,outputs\pages\rsl01004469137\page_164.png,1,1.0
rsl01004469137,165,music,1,,outputs\pages\rsl01004469137\page_165.png,1,1.0
rsl01004469137,166,music,1,,outputs\pages\rsl01004469137\page_166.png,1,1.0
rsl01004469137,167,music,1,,outputs\pages\rsl01004469137\page_167.png,1,1.0
rsl01004469137,168,music,1,,outputs\pages\rsl01004469137\page_168.png,1,1.0
rsl01004469137,169,music,1,,outputs\pages\rsl01004469137\page_169.png,1,1.0
rsl01004469137,170,music,1,,outputs\pages\rsl01004469137\page_170.png,1,1.0
